TaxID	Taxonomy	AttributeID	AttributeName	DataType	NavigationOrder	DisplayOrder
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	CD9828A7-4B72-4C26-944E-332B0D880C5C	Lockout Color	LOV	0.000	9.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	F11AFD9A-4971-4EAF-8914-33A1FF12508E	Cable Length	Numeric Text	0.000	10.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	506B1609-CBFA-4D74-A9C0-E1CC62250EFE	Spacing Gasket Size	Numeric Text	0.000	14.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	6A6BB6B7-EFCA-429E-BF89-E255C68CAC9E	Maximum Number of Padlocks	Number	2.000	2.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	40B2613D-8AA9-4075-8AD5-E4EF482FE314	Lockout System Component	LOV	1.000	1.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	B776A817-F1F4-4161-BA30-EB0F9ED9E446	Lock Rail Color	LOV	0.000	6.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	855E5D89-C681-43C0-A218-EB12D0C6AECC	Lock Rail Length	Numeric Text	3.000	4.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	CEF822BB-F427-48E1-BB0D-FE44EC093B60	Lockout Width	Numeric Text	0.000	0.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	4872FE7D-9661-40E0-8EE4-A79145AF1C56	Lockout Material	LOV	0.000	8.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	F188B538-434E-45BD-834A-A9FF0BDEE525	Spacing Gasket Width	Numeric Text	0.000	0.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	B9FCAFAB-2D8C-427A-9B25-AE45516C75CB	Cable Material	LOV	0.000	11.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	EAA5940A-BA0E-4950-8418-B3D78EEDAAEC	Lock Rail Material	LOV	0.000	5.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	9C3A37AE-39A5-4186-A206-C43F0A5F7AC7	Spacing Gasket Material	LOV	0.000	15.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	22D1BA05-8DD6-4981-8F74-D14472EBA3E1	Spacing Gasket Color	LOV	0.000	16.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	3E5E56A8-9841-4D64-B378-39434A4ED9E9	Cable Finish/Coating	LOV	0.000	12.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	7697FD5C-AC89-468A-9DBA-462F9F8D63CE	Cable Color	LOV	0.000	13.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	18.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	25C50A78-A7E7-4ABC-9ED4-86843BBE4D1A	Spacing Gasket Depth	Numeric Text	0.000	0.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	259EFA5F-E2A7-47A9-86A8-889D8DE9102D	Maximum Shackle Diameter	Numeric Text	0.000	3.000
EE508873-DD8A-4281-AEE5-53D8ADA54A3B	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Low-profile Circuit Breaker Switch Lockout Systems	A9DB7151-60E8-4B0B-87ED-9587EF8F5C7F	Lockout Size	Numeric Text	0.000	7.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	A96B1F20-C4EF-457B-BA85-13B12E227A6B	Lockout Depth	Numeric Text	0.000	0.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	AEB91158-6486-4B8B-818A-1538B0E6D070	Lockout Height	Numeric Text	0.000	0.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	89AE2D64-EB99-48CC-AC47-24F13775D698	Enables Industry Compliance	LOV	0.000	6.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	CD9828A7-4B72-4C26-944E-332B0D880C5C	Lockout Color	LOV	0.000	5.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	F18660C1-D5ED-4CDA-B370-66A3C93DF343	Lockout Type	LOV	1.000	1.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	7.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	259EFA5F-E2A7-47A9-86A8-889D8DE9102D	Maximum Shackle Diameter	Numeric Text	0.000	2.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	A9DB7151-60E8-4B0B-87ED-9587EF8F5C7F	Lockout Size	Numeric Text	0.000	4.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	4872FE7D-9661-40E0-8EE4-A79145AF1C56	Lockout Material	LOV	0.000	3.000
34BB4C65-ECF0-4138-B129-7409E3C9701E	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Circuit Breaker Lockouts & Lockout Systems>Miniature Circuit Breaker Switch Lockouts	CEF822BB-F427-48E1-BB0D-FE44EC093B60	Lockout Width	Numeric Text	0.000	0.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	A96B1F20-C4EF-457B-BA85-13B12E227A6B	Lockout Depth	Numeric Text	0.000	8.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	450622CD-743E-4BF1-8F51-15FE1F0AE9EE	Blockout Height	Numeric Text	0.000	4.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	89AE2D64-EB99-48CC-AC47-24F13775D698	Enables Industry Compliance	LOV	0.000	10.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	D659CF82-6EF4-4190-87E8-4F0E130AD67E	Fuse Size	Numeric Text	2.000	2.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	F18660C1-D5ED-4CDA-B370-66A3C93DF343	Lockout Type	LOV	1.000	1.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	11.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	070D05E7-D2CF-414F-BC93-7CCEADC2B952	Blockout Center Hub Width	Numeric Text	0.000	5.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	0EF472C6-C143-4BE4-8363-7F7E7EDAE002	Color	LOV	0.000	9.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	21E0B81D-6155-4816-BE8C-8F05AA3A874B	Lockout Length	Numeric Text	0.000	6.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	DF39856A-3AA5-43F6-B9A6-A93E3766FF02	Material	LOV	0.000	3.000
A17D4156-23B8-4DD1-B7FF-E2BE2CE6BA98	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Circuit Breaker & Fuse Lockouts>Fuse Lockouts & Blockouts	CEF822BB-F427-48E1-BB0D-FE44EC093B60	Lockout Width	Numeric Text	0.000	7.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	A96B1F20-C4EF-457B-BA85-13B12E227A6B	Lockout Depth	Numeric Text	0.000	0.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	2414DDEC-157F-410E-9E41-14421E199B3B	Labeled?	LOV	5.000	6.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	0ACACC8D-56B1-4926-B183-1C784AB0C398	Maximum Plug Size	Numeric Text	2.000	2.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	EF731571-35E0-4222-A279-24922163E5D3	Lockout Diameter	Numeric Text	0.000	0.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	89AE2D64-EB99-48CC-AC47-24F13775D698	Enables Industry Compliance	LOV	0.000	13.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	CD9828A7-4B72-4C26-944E-332B0D880C5C	Lockout Color	LOV	6.000	9.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	2B9518C2-496D-4DE0-B8C9-EE119FB977D1	Maximum Cord Diameter	Numeric Text	3.000	3.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	CEF822BB-F427-48E1-BB0D-FE44EC093B60	Lockout Width	Numeric Text	0.000	0.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	21E0B81D-6155-4816-BE8C-8F05AA3A874B	Lockout Length	Numeric Text	0.000	0.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	A9DB7151-60E8-4B0B-87ED-9587EF8F5C7F	Lockout Size	Numeric Text	0.000	11.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	B97910A3-CE38-47EA-92D7-9FF508F9F412	Plug Voltage	Numeric Text	0.000	12.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	4872FE7D-9661-40E0-8EE4-A79145AF1C56	Lockout Material	LOV	0.000	10.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	6E8FC7ED-810C-4554-8F38-A83530DA452F	Plug Lockout Type	LOV	1.000	1.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	6A6BB6B7-EFCA-429E-BF89-E255C68CAC9E	Maximum Number of Padlocks	Number	4.000	4.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	EADCADEC-5B47-4607-90B0-3AEADE0D60C6	Maximum Plug Diameter	Numeric Text	0.000	0.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	171369EA-8755-4117-B781-489EFEC82BB7	Label Message	LOV	0.000	8.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	090D4502-AE2B-4EBC-8EDE-54B123C6B6D5	Label Language	LOV	0.000	7.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	8BADE28D-5F71-461C-8FE4-59C23BA9B1DA	Maximum Plug Length	Numeric Text	0.000	0.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	14.000
0D96C34D-6474-4B57-B995-5823F18440CF	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug Lockouts	259EFA5F-E2A7-47A9-86A8-889D8DE9102D	Maximum Shackle Diameter	Numeric Text	0.000	5.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	A96B1F20-C4EF-457B-BA85-13B12E227A6B	Lockout Depth	Numeric Text	0.000	0.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	2414DDEC-157F-410E-9E41-14421E199B3B	Labeled?	LOV	4.000	5.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	0ACACC8D-56B1-4926-B183-1C784AB0C398	Maximum Plug Size	Numeric Text	1.000	1.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	89AE2D64-EB99-48CC-AC47-24F13775D698	Enables Industry Compliance	LOV	0.000	13.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	CD9828A7-4B72-4C26-944E-332B0D880C5C	Lockout Color	LOV	5.000	8.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	EADCADEC-5B47-4607-90B0-3AEADE0D60C6	Maximum Plug Diameter	Numeric Text	0.000	0.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	CEF822BB-F427-48E1-BB0D-FE44EC093B60	Lockout Width	Numeric Text	0.000	0.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	9AA158A6-9759-4563-BD83-905CD451815A	Fittings Accommodated	LOV	0.000	12.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	A9DB7151-60E8-4B0B-87ED-9587EF8F5C7F	Lockout Size	Numeric Text	0.000	10.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	B97910A3-CE38-47EA-92D7-9FF508F9F412	Plug Voltage	Numeric Text	0.000	11.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	4872FE7D-9661-40E0-8EE4-A79145AF1C56	Lockout Material	LOV	0.000	9.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	6A6BB6B7-EFCA-429E-BF89-E255C68CAC9E	Maximum Number of Padlocks	Number	3.000	3.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	2B9518C2-496D-4DE0-B8C9-EE119FB977D1	Maximum Cord Diameter	Numeric Text	2.000	2.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	171369EA-8755-4117-B781-489EFEC82BB7	Label Message	LOV	0.000	7.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	090D4502-AE2B-4EBC-8EDE-54B123C6B6D5	Label Language	LOV	0.000	6.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	8BADE28D-5F71-461C-8FE4-59C23BA9B1DA	Maximum Plug Length	Numeric Text	0.000	0.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	14.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	259EFA5F-E2A7-47A9-86A8-889D8DE9102D	Maximum Shackle Diameter	Numeric Text	0.000	4.000
1F1DDA68-0D19-46B4-BD1C-8A6B3E620CA1	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Electrical Plug/Pneumatic Hose Lockouts	21E0B81D-6155-4816-BE8C-8F05AA3A874B	Lockout Length	Numeric Text	0.000	0.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	A96B1F20-C4EF-457B-BA85-13B12E227A6B	Lockout Depth	Numeric Text	0.000	0.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	AEB91158-6486-4B8B-818A-1538B0E6D070	Lockout Height	Numeric Text	0.000	0.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	89AE2D64-EB99-48CC-AC47-24F13775D698	Enables Industry Compliance	LOV	0.000	9.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	CD9828A7-4B72-4C26-944E-332B0D880C5C	Lockout Color	LOV	0.000	7.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	137D0E16-A87E-4843-98D6-5510109152CA	Button Type	LOV	2.000	2.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	F18660C1-D5ED-4CDA-B370-66A3C93DF343	Lockout Type	LOV	1.000	1.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	CEF822BB-F427-48E1-BB0D-FE44EC093B60	Lockout Width	Numeric Text	0.000	0.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	C2037A0B-3F33-4B41-86F0-7209A2A4504B	Risk Type	LOV	0.000	10.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	259EFA5F-E2A7-47A9-86A8-889D8DE9102D	Maximum Shackle Diameter	Numeric Text	0.000	8.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	96B8F485-6D04-42D3-9FCC-8C5D8BC34694	Button Size	Numeric Text	3.000	3.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	A9DB7151-60E8-4B0B-87ED-9587EF8F5C7F	Lockout Size	Numeric Text	0.000	4.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	4872FE7D-9661-40E0-8EE4-A79145AF1C56	Lockout Material	LOV	0.000	5.000
5EC75FCE-24F3-4DAE-A601-5B98AB1E846D	PCM Team Workspace>Lockout Tagout>Electrical Equipment Lockouts>Push-button, Rotary & Wall Switch Lockouts>Push-button & Rotary Switch Lockouts	174B7641-3D1C-4803-8243-C2A4C0290A26	Finish/Coating	LOV	0.000	6.000
